pattern,size,support,support_pct,wins,losses,win_confidence,loss_confidence,win_lift,loss_lift,avg_pnl,net_pnl
momentum_disagreement + potential_score=27-30 + quality=A + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + potential_score=27-30 + rr=1.5-2.2 + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + potential_score=27-30 + score=27-30 + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + potential_score=27-30 + signal=HIGH PRIORITY + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + potential_score=27-30 + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + potential_score=27-30 + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + quality=A + rr=1.5-2.2 + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + quality=A + score=27-30 + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + quality=A + signal=HIGH PRIORITY + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + quality=A + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + quality=A + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + rr=1.5-2.2 + score=27-30 + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + rr=1.5-2.2 + signal=HIGH PRIORITY + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + rr=1.5-2.2 + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + score=27-30 + signal=HIGH PRIORITY + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + score=27-30 + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + score=27-30 + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + signal=HIGH PRIORITY + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + signal=HIGH PRIORITY + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
momentum_disagreement + sl_atr=normal + weighted_score=27-30 + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + quality=A + rr=1.5-2.2 + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + quality=A + score=27-30 + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + quality=A + signal=HIGH PRIORITY + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + quality=A + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + quality=A + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + rr=1.5-2.2 + score=27-30 + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + rr=1.5-2.2 + signal=HIGH PRIORITY + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + rr=1.5-2.2 + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + rr=1.5-2.2 + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + score=27-30 + signal=HIGH PRIORITY + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + score=27-30 + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + score=27-30 + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + signal=HIGH PRIORITY + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + signal=HIGH PRIORITY + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
potential_score=27-30 + sl_atr=normal + weighted_score=27-30 + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
quality=A + rr=1.5-2.2 + score=27-30 + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
quality=A + rr=1.5-2.2 + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
quality=A + score=27-30 + signal=HIGH PRIORITY + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
quality=A + score=27-30 + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
quality=A + score=27-30 + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
quality=A + signal=HIGH PRIORITY + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
quality=A + sl_atr=normal + weighted_score=27-30 + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
rr=1.5-2.2 + score=27-30 + signal=HIGH PRIORITY + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
rr=1.5-2.2 + score=27-30 + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
rr=1.5-2.2 + score=27-30 + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
rr=1.5-2.2 + signal=HIGH PRIORITY + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
rr=1.5-2.2 + sl_atr=normal + weighted_score=27-30 + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
score=27-30 + signal=HIGH PRIORITY + sl_atr=normal + weighted_score=27-30,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
score=27-30 + signal=HIGH PRIORITY + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
score=27-30 + sl_atr=normal + weighted_score=27-30 + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
signal=HIGH PRIORITY + sl_atr=normal + weighted_score=27-30 + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,-207.26,-414.52
Risk=FAIL + confidence=95+ + entry_quality=B,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Momentum=FAIL + Risk=FAIL + confidence=95+ + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + Trend=PASS + confidence=95+ + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + age=0-5m + confidence=95+ + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + confidence=95+ + direction=SHORT + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + confidence=95+ + entry_quality=B + local_trend=BEARISH,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + confidence=95+ + entry_quality=B + momentum_disagreement,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + confidence=95+ + entry_quality=B + potential_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + confidence=95+ + entry_quality=B + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + confidence=95+ + entry_quality=B + rr=1.5-2.2,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + confidence=95+ + entry_quality=B + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + confidence=95+ + entry_quality=B + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + confidence=95+ + entry_quality=B + sl_atr=normal,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + confidence=95+ + entry_quality=B + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + confidence=95+ + entry_quality=B + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,408.665,817.33
Risk=FAIL + confidence=95+ + potential_score=25-27 + symbol=BTC/USDT,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,156.95,313.9
Risk=FAIL + confidence=95+ + quality=B + symbol=BTC/USDT,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,156.95,313.9
Risk=FAIL + confidence=95+ + score=25-27 + symbol=BTC/USDT,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,156.95,313.9
Risk=FAIL + confidence=95+ + signal=SETUP + symbol=BTC/USDT,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,156.95,313.9
Risk=FAIL + confidence=95+ + symbol=BTC/USDT + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,156.95,313.9
Structure=FAIL + entry_quality=B,2,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + entry_quality=B,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + entry_quality=B,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + entry_quality=B,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + entry_quality=B,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + potential_score=25-27,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + quality=B,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + score=25-27,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + signal=SETUP,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + weighted_score=25-27,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + direction=SHORT + entry_quality=B,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + entry_quality=B + local_trend=BEARISH,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + entry_quality=B + momentum_disagreement,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + entry_quality=B + potential_score=25-27,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + entry_quality=B + quality=B,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + entry_quality=B + rr=1.5-2.2,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + entry_quality=B + score=25-27,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + entry_quality=B + signal=SETUP,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + entry_quality=B + weighted_score=25-27,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + entry_quality=B + with_or_neutral_local_trend,3,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + Trend=PASS + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + age=0-5m + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + confidence=95+ + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + confidence=95+ + potential_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + confidence=95+ + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + confidence=95+ + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + confidence=95+ + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + confidence=95+ + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + direction=SHORT + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + entry_quality=B + local_trend=BEARISH,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + entry_quality=B + momentum_disagreement,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + entry_quality=B + potential_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + entry_quality=B + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + entry_quality=B + rr=1.5-2.2,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + entry_quality=B + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + entry_quality=B + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + entry_quality=B + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Momentum=FAIL + Structure=FAIL + entry_quality=B + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + age=0-5m + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + confidence=95+ + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + confidence=95+ + potential_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + confidence=95+ + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + confidence=95+ + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + confidence=95+ + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + confidence=95+ + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + direction=SHORT + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + entry_quality=B + local_trend=BEARISH,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + entry_quality=B + momentum_disagreement,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + entry_quality=B + potential_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + entry_quality=B + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + entry_quality=B + rr=1.5-2.2,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + entry_quality=B + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + entry_quality=B + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + entry_quality=B + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + Trend=PASS + entry_quality=B + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + confidence=95+ + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + confidence=95+ + potential_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + confidence=95+ + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + confidence=95+ + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + confidence=95+ + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + confidence=95+ + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + direction=SHORT + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + entry_quality=B + local_trend=BEARISH,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + entry_quality=B + momentum_disagreement,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + entry_quality=B + potential_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + entry_quality=B + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + entry_quality=B + rr=1.5-2.2,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + entry_quality=B + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + entry_quality=B + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + entry_quality=B + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + age=0-5m + entry_quality=B + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + direction=SHORT + entry_quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + direction=SHORT + potential_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + direction=SHORT + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + direction=SHORT + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + direction=SHORT + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + direction=SHORT + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + entry_quality=B + local_trend=BEARISH,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + entry_quality=B + momentum_disagreement,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + entry_quality=B + potential_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + entry_quality=B + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + entry_quality=B + rr=1.5-2.2,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + entry_quality=B + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + entry_quality=B + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + entry_quality=B + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + entry_quality=B + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + local_trend=BEARISH + potential_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + local_trend=BEARISH + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + local_trend=BEARISH + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + local_trend=BEARISH + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + local_trend=BEARISH + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + momentum_disagreement + potential_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + momentum_disagreement + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + momentum_disagreement + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + momentum_disagreement + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + momentum_disagreement + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + potential_score=25-27 + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + potential_score=25-27 + rr=1.5-2.2,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + potential_score=25-27 + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + potential_score=25-27 + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + potential_score=25-27 + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + potential_score=25-27 + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + quality=B + rr=1.5-2.2,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + quality=B + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + quality=B + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + quality=B + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + quality=B + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + rr=1.5-2.2 + score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + rr=1.5-2.2 + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + rr=1.5-2.2 + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + score=25-27 + signal=SETUP,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + score=25-27 + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + score=25-27 + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + signal=SETUP + weighted_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + signal=SETUP + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + confidence=95+ + weighted_score=25-27 + with_or_neutral_local_trend,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + direction=SHORT + entry_quality=B + local_trend=BEARISH,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + direction=SHORT + entry_quality=B + momentum_disagreement,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + direction=SHORT + entry_quality=B + potential_score=25-27,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
Structure=FAIL + direction=SHORT + entry_quality=B + quality=B,4,2,10.0,1,1,0.5,0.5,3.3333,0.5882,407.295,814.59
